Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,2021_Enrollment,2021_Free_Meal_Count,2021_Free_Meal_Percent,2021_FRPM_Count,2021_FRPM_Percent
2020-2021,Stanislaus,Ceres Unified,Central Valley High,High Schools (Public),Traditional,9,12,2254,1666,0.7390000000000001,1856,0.823
2020-2021,Stanislaus,Ceres Unified,Ceres High,High Schools (Public),Traditional,9,12,1751,1278,0.73,1449,0.828
2020-2021,Stanislaus,Ceres Unified,Ceres Special Education,Special Education Schools (Public),Special Education School,K,12,23,11,0.478,15,0.652
2020-2021,Stanislaus,Ceres Unified,Cesar Chavez Junior High,Junior High Schools (Public),Traditional,7,8,685,507,0.74,565,0.825
2020-2021,Stanislaus,Ceres Unified,Don Pedro Elementary,Elementary Schools (Public),Traditional,K,6,509,435,0.855,474,0.9309999999999999
2020-2021,Stanislaus,Ceres Unified,Endeavor Alternative,Alternative Schools of Choice,Alternative School of Choice,K,12,87,75,0.862,76,0.8740000000000001
2020-2021,Stanislaus,Ceres Unified,Joel J. Hidahl Elementary,Elementary Schools (Public),Traditional,K,6,438,339,0.774,372,0.8490000000000001
2020-2021,Stanislaus,Ceres Unified,La Rosa Elementary,Elementary Schools (Public),Traditional,K,6,635,460,0.7240000000000001,514,0.809
2020-2021,Stanislaus,Ceres Unified,Lucas Elementary,Elementary Schools (Public),Traditional,K,6,662,430,0.65,496,0.7490000000000001
2020-2021,Stanislaus,Ceres Unified,M. Robert Adkison Elementary,Elementary Schools (Public),Traditional,K,6,651,549,0.843,588,0.903
2020-2021,Stanislaus,Ceres Unified,Mae Hensley Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,716,561,0.784,615,0.8590000000000001
2020-2021,Stanislaus,Ceres Unified,"Nonpublic, Nonsectarian Schools",,,,,25,20,0.8,20,0.8
2020-2021,Stanislaus,Ceres Unified,Patricia Kay Beaver Elementary,Elementary Schools (Public),Traditional,K,8,479,267,0.557,297,0.62
2020-2021,Stanislaus,Ceres Unified,Samuel Vaughn Elementary,Elementary Schools (Public),Traditional,K,6,574,399,0.695,449,0.782
2020-2021,Stanislaus,Ceres Unified,Sinclear Elementary,Elementary Schools (Public),Traditional,K,6,630,414,0.657,477,0.757
2020-2021,Stanislaus,Ceres Unified,Virginia Parks Elementary,Elementary Schools (Public),Traditional,K,6,644,460,0.7140000000000001,511,0.7929999999999999
2020-2021,Stanislaus,Ceres Unified,Walter White Elementary,Elementary Schools (Public),Traditional,K,6,460,392,0.852,419,0.9109999999999999
2020-2021,Stanislaus,Ceres Unified,Westport Elementary,Elementary Schools (Public),Traditional,K,6,411,364,0.8859999999999999,376,0.915
2020-2021,Stanislaus,Ceres Unified,Whitmore Charter High,High Schools (Public),Traditional,9,12,124,43,0.34700000000000003,47,0.379
2020-2021,Stanislaus,Ceres Unified,Whitmore Charter School of Art & Technology,Elementary Schools (Public),Traditional,K,8,422,173,0.41,219,0.519
2020-2021,Stanislaus,Chatom Union,Chatom Elementary,Elementary Schools (Public),Traditional,K,5,379,262,0.691,262,0.691
2020-2021,Stanislaus,Chatom Union,Mountain View Middle,Intermediate/Middle Schools (Public),Traditional,6,8,194,138,0.711,138,0.711
2020-2021,Stanislaus,Denair Unified,Denair Charter Academy,K-12 Schools (Public),Traditional,K,12,243,143,0.588,160,0.6579999999999999
2020-2021,Stanislaus,Denair Unified,Denair Elementary Charter Academy,Elementary Schools (Public),Traditional,K,5,564,281,0.498,327,0.58
2020-2021,Stanislaus,Denair Unified,Denair High,High Schools (Public),Traditional,9,12,287,161,0.561,182,0.634
2020-2021,Stanislaus,Denair Unified,Denair Middle,Intermediate/Middle Schools (Public),Traditional,6,8,223,125,0.561,142,0.637
2020-2021,Stanislaus,Denair Unified,"Nonpublic, Nonsectarian Schools",,,,,1,1,1.0,1,1.0
2020-2021,Stanislaus,Empire Union Elementary,Alice N. Stroud Elementary,Elementary Schools (Public),Traditional,K,6,429,282,0.657,341,0.795
2020-2021,Stanislaus,Empire Union Elementary,Bernard L. Hughes Elementary,Elementary Schools (Public),Traditional,K,6,516,305,0.591,376,0.7290000000000001
2020-2021,Stanislaus,Empire Union Elementary,Capistrano Elementary,Elementary Schools (Public),Traditional,K,6,464,326,0.703,377,0.813
2020-2021,Stanislaus,Empire Union Elementary,Christine Sipherd Elementary,Elementary Schools (Public),Traditional,K,6,449,266,0.5920000000000001,327,0.728
2020-2021,Stanislaus,Empire Union Elementary,Empire Elementary,Elementary Schools (Public),Traditional,K,6,375,292,0.779,308,0.821
2020-2021,Stanislaus,Empire Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,10,5,0.5,5,0.5
2020-2021,Stanislaus,Empire Union Elementary,Norman N. Glick Middle,Intermediate/Middle Schools (Public),Traditional,7,8,623,428,0.687,496,0.7959999999999999
2020-2021,Stanislaus,Gratton Elementary,Gratton Charter,Elementary Schools (Public),Traditional,K,8,136,30,0.221,30,0.221
2020-2021,Stanislaus,Gratton Elementary,Gratton Elementary,Elementary Schools (Public),Traditional,K,8,7,2,0.28600000000000003,2,0.28600000000000003
2020-2021,Stanislaus,Hart-Ransom Union Elementary,Hart-Ransom Academic Charter,K-12 Schools (Public),Traditional,K,12,442,112,0.253,148,0.335
2020-2021,Stanislaus,Hart-Ransom Union Elementary,Hart-Ransom Elementary,Elementary Schools (Public),Traditional,K,8,764,321,0.42,375,0.491
2020-2021,Stanislaus,Hart-Ransom Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,2,2,1.0,2,1.0
2020-2021,Stanislaus,Hickman Community Charter,Hickman Charter,Elementary Schools (Public),Traditional,K,8,643,144,0.22399999999999998,162,0.252
2020-2021,Stanislaus,Hickman Community Charter,Hickman Elementary,Elementary Schools (Public),Traditional,K,5,268,86,0.321,114,0.425
2020-2021,Stanislaus,Hickman Community Charter,Hickman Middle,Intermediate/Middle Schools (Public),Traditional,6,8,148,53,0.358,63,0.426
2020-2021,Stanislaus,Keyes Union,Barbara Spratling Middle,Intermediate/Middle Schools (Public),Traditional,6,8,242,202,0.835,227,0.938
2020-2021,Stanislaus,Keyes Union,Keyes Elementary,Elementary Schools (Public),Traditional,K,5,517,381,0.737,415,0.8029999999999999
2020-2021,Stanislaus,Keyes Union,Keyes to Learning Charter,K-12 Schools (Public),Traditional,K,12,344,70,0.203,70,0.203
2020-2021,Stanislaus,Knights Ferry Elementary,Knights Ferry Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,144,24,0.16699999999999998,24,0.16699999999999998
2020-2021,Stanislaus,Modesto City Elementary,Alberta Martone Elementary,Elementary Schools (Public),Traditional,K,6,624,426,0.6829999999999999,487,0.78
2020-2021,Stanislaus,Modesto City Elementary,Aspire University Charter,Elementary Schools (Public),Traditional,K,5,422,302,0.716,340,0.8059999999999999
2020-2021,Stanislaus,Modesto City Elementary,Bret Harte Elementary,Elementary Schools (Public),Traditional,K,6,863,746,0.8640000000000001,791,0.917
2020-2021,Stanislaus,Modesto City Elementary,Burbank Elementary,Elementary Schools (Public),Traditional,K,6,550,476,0.865,505,0.9179999999999999
2020-2021,Stanislaus,Modesto City Elementary,Catherine Everett Elementary,Elementary Schools (Public),Traditional,K,6,390,286,0.733,338,0.867
2020-2021,Stanislaus,Modesto City Elementary,Connecting Waters Charter School - Central Valley,K-12 Schools (Public),Traditional,K,12,648,270,0.41700000000000004,342,0.528
2020-2021,Stanislaus,Modesto City Elementary,El Vista Elementary,Elementary Schools (Public),Traditional,K,6,396,334,0.843,357,0.902
2020-2021,Stanislaus,Modesto City Elementary,Elihu Beard Elementary,Elementary Schools (Public),Traditional,K,6,417,314,0.753,347,0.8320000000000001
2020-2021,Stanislaus,Modesto City Elementary,Enslen Elementary,Elementary Schools (Public),Traditional,K,6,362,161,0.445,196,0.541
2020-2021,Stanislaus,Modesto City Elementary,Evelyn Hanshaw Middle,Intermediate/Middle Schools (Public),Traditional,7,8,869,780,0.898,825,0.9490000000000001
2020-2021,Stanislaus,Modesto City Elementary,Fairview Elementary,Elementary Schools (Public),Traditional,K,6,746,649,0.87,699,0.937
2020-2021,Stanislaus,Modesto City Elementary,Franklin Elementary,Elementary Schools (Public),Traditional,K,6,743,653,0.879,712,0.958
2020-2021,Stanislaus,Modesto City Elementary,Harriette Kirschen Elementary,Elementary Schools (Public),Traditional,K,6,520,479,0.9209999999999999,505,0.971
2020-2021,Stanislaus,Modesto City Elementary,James Marshall Elementary,Elementary Schools (Public),Traditional,K,6,702,620,0.883,663,0.9440000000000001
2020-2021,Stanislaus,Modesto City Elementary,John Fremont Elementary,Elementary Schools (Public),Traditional,K,6,566,333,0.588,378,0.6679999999999999
2020-2021,Stanislaus,Modesto City Elementary,John Muir Elementary,Elementary Schools (Public),Traditional,K,6,461,358,0.777,392,0.85
2020-2021,Stanislaus,Modesto City Elementary,La Loma Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,732,484,0.6609999999999999,548,0.7490000000000001
2020-2021,Stanislaus,Modesto City Elementary,Lakewood Elementary,Elementary Schools (Public),Traditional,K,6,377,123,0.326,144,0.382
2020-2021,Stanislaus,Modesto City Elementary,Mark Twain Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,806,710,0.8809999999999999,759,0.9420000000000001
2020-2021,Stanislaus,Modesto City Elementary,"Nonpublic, Nonsectarian Schools",,,,,20,16,0.8,17,0.85
2020-2021,Stanislaus,Modesto City Elementary,Orville Wright Elementary,Elementary Schools (Public),Traditional,K,6,356,326,0.9159999999999999,346,0.972
2020-2021,Stanislaus,Modesto City Elementary,Robertson Road Elementary,Elementary Schools (Public),Traditional,K,6,353,342,0.9690000000000001,345,0.977
2020-2021,Stanislaus,Modesto City Elementary,Roosevelt Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,855,550,0.643,631,0.738
2020-2021,Stanislaus,Modesto City Elementary,Rose Avenue Elementary,Elementary Schools (Public),Traditional,K,6,512,353,0.6890000000000001,408,0.797
2020-2021,Stanislaus,Modesto City Elementary,Shackelford Elementary,Elementary Schools (Public),Traditional,K,6,463,430,0.929,443,0.9570000000000001
2020-2021,Stanislaus,Modesto City Elementary,Sonoma Elementary,Elementary Schools (Public),Traditional,K,6,433,219,0.506,260,0.6
2020-2021,Stanislaus,Modesto City Elementary,Tuolumne Elementary,Elementary Schools (Public),Traditional,K,6,521,477,0.9159999999999999,505,0.9690000000000001
2020-2021,Stanislaus,Modesto City Elementary,William Garrison Elementary,Elementary Schools (Public),Traditional,K,6,336,286,0.851,304,0.905
2020-2021,Stanislaus,Modesto City Elementary,Wilson Elementary,Elementary Schools (Public),Traditional,K,6,232,191,0.823,211,0.909
2020-2021,Stanislaus,Modesto City High,Aspire Vanguard College Preparatory Academy,K-12 Schools (Public),Traditional,6,12,571,366,0.6409999999999999,406,0.711
2020-2021,Stanislaus,Modesto City High,District Office,,,6,Adult,87,31,0.35600000000000004,32,0.368
2020-2021,Stanislaus,Modesto City High,Fred C. Beyer High,High Schools (Public),Traditional,9,12,1620,750,0.46299999999999997,856,0.528
2020-2021,Stanislaus,Modesto City High,Grace M. Davis High,High Schools (Public),Traditional,9,12,2032,1366,0.672,1529,0.752
2020-2021,Stanislaus,Modesto City High,James C. Enochs High,High Schools (Public),Traditional,9,12,2424,782,0.32299999999999995,977,0.40299999999999997
2020-2021,Stanislaus,Modesto City High,Joseph A. Gregori High,High Schools (Public),Traditional,9,12,2339,953,0.40700000000000003,1209,0.517
2020-2021,Stanislaus,Modesto City High,Modesto High,High Schools (Public),Traditional,9,12,2565,1840,0.7170000000000001,2018,0.787
2020-2021,Stanislaus,Modesto City High,"Nonpublic, Nonsectarian Schools",,,,,46,26,0.565,26,0.565
2020-2021,Stanislaus,Modesto City High,Peter Johansen High,High Schools (Public),Traditional,9,12,1823,1216,0.667,1356,0.7440000000000001
2020-2021,Stanislaus,Modesto City High,Robert Elliott Alternative Education Center,Continuation High Schools,Continuation School,9,12,309,245,0.7929999999999999,262,0.848
2020-2021,Stanislaus,Modesto City High,Thomas Downey High,High Schools (Public),Traditional,9,12,2141,1402,0.655,1550,0.7240000000000001
2020-2021,Stanislaus,Paradise Elementary,Paradise Charter,Elementary Schools (Public),Traditional,K,8,110,94,0.855,97,0.882
2020-2021,Stanislaus,Paradise Elementary,Paradise Elementary,Elementary Schools (Public),Traditional,K,8,81,70,0.8640000000000001,76,0.938
2020-2021,Stanislaus,Patterson Joint Unified,Apricot Valley Elementary,Elementary Schools (Public),Traditional,K,5,696,384,0.552,464,0.667
2020-2021,Stanislaus,Patterson Joint Unified,Creekside Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1118,678,0.606,787,0.7040000000000001
2020-2021,Stanislaus,Patterson Joint Unified,Del Puerto High,Continuation High Schools,Continuation School,9,12,90,56,0.622,68,0.7559999999999999
2020-2021,Stanislaus,Patterson Joint Unified,District Office,,,K,Adult,4,1,0.25,1,0.25
2020-2021,Stanislaus,Patterson Joint Unified,Grayson Elementary,Elementary Schools (Public),Traditional,K,5,241,220,0.9129999999999999,226,0.938
2020-2021,Stanislaus,Patterson Joint Unified,Las Palmas Elementary,Elementary Schools (Public),Traditional,K,5,560,415,0.741,462,0.825
2020-2021,Stanislaus,Patterson Joint Unified,"Nonpublic, Nonsectarian Schools",,,,,3,2,0.667,2,0.667
2020-2021,Stanislaus,Patterson Joint Unified,Northmead Elementary,Elementary Schools (Public),Traditional,K,5,601,387,0.644,454,0.755
2020-2021,Stanislaus,Patterson Joint Unified,Open Valley Independent Study,Alternative Schools of Choice,Alternative School of Choice,K,12,162,107,0.66,120,0.741
2020-2021,Stanislaus,Patterson Joint Unified,Patterson High,High Schools (Public),Traditional,9,12,1788,994,0.556,1187,0.664
2020-2021,Stanislaus,Patterson Joint Unified,Rising Sun,Special Education Schools (Public),Special Education School,Adult,Adult,21,10,0.47600000000000003,11,0.524
2020-2021,Stanislaus,Patterson Joint Unified,Walnut Grove Elementary,Elementary Schools (Public),Traditional,K,8,728,468,0.643,566,0.777
2020-2021,Stanislaus,Roberts Ferry Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,1,0,0.0,0,0.0
2020-2021,Stanislaus,Roberts Ferry Union Elementary,Roberts Ferry Charter School Academy,Elementary Schools (Public),Traditional,K,8,54,30,0.556,35,0.648
2020-2021,Stanislaus,Roberts Ferry Union Elementary,Roberts Ferry Union Elementary,Elementary Schools (Public),Traditional,K,8,116,60,0.517,70,0.603
2020-2021,Stanislaus,Salida Union Elementary,Dena Boer,Elementary Schools (Public),Traditional,K,5,486,251,0.516,322,0.6629999999999999
2020-2021,Stanislaus,Salida Union Elementary,Great Valley Academy - Salida,Elementary Schools (Public),Traditional,K,8,815,185,0.22699999999999998,206,0.253
2020-2021,Stanislaus,Salida Union Elementary,Independence Charter,Elementary Schools (Public),Traditional,K,8,41,27,0.659,33,0.805
2020-2021,Stanislaus,Salida Union Elementary,Mildred Perkins Elementary,Elementary Schools (Public),Traditional,K,5,366,230,0.628,275,0.7509999999999999
2020-2021,Stanislaus,Salida Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,2,2,1.0,2,1.0
2020-2021,Stanislaus,Salida Union Elementary,Salida Elementary,Elementary Schools (Public),Traditional,K,5,292,212,0.726,230,0.7879999999999999
2020-2021,Stanislaus,Salida Union Elementary,Salida Middle School - Vella Campus,Intermediate/Middle Schools (Public),Traditional,6,8,764,468,0.613,557,0.7290000000000001
2020-2021,Stanislaus,Salida Union Elementary,Sisk Elementary,Elementary Schools (Public),Traditional,K,5,293,154,0.526,190,0.648
2020-2021,Stanislaus,Shiloh Elementary,Shiloh Charter,Elementary Schools (Public),Traditional,K,8,154,86,0.5579999999999999,105,0.682
2020-2021,Stanislaus,Shiloh Elementary,Shiloh Elementary,Elementary Schools (Public),Traditional,K,8,28,15,0.536,17,0.607
2020-2021,Stanislaus,Stanislaus Union Elementary,Agnes M. Baptist Elementary,Elementary Schools (Public),Traditional,K,6,612,306,0.5,429,0.701
2020-2021,Stanislaus,Stanislaus Union Elementary,George Eisenhut Elementary,Elementary Schools (Public),Traditional,K,6,550,386,0.7020000000000001,479,0.871
2020-2021,Stanislaus,Stanislaus Union Elementary,Josephine Chrysler Elementary,Elementary Schools (Public),Traditional,K,6,622,528,0.8490000000000001,589,0.9470000000000001
2020-2021,Stanislaus,Stanislaus Union Elementary,Mary Lou Dieterich Elementary,Elementary Schools (Public),Traditional,K,6,570,248,0.435,348,0.611
2020-2021,Stanislaus,Stanislaus Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,2,2,1.0,2,1.0
2020-2021,Stanislaus,Stanislaus Union Elementary,Prescott Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,727,447,0.615,544,0.748
2020-2021,Stanislaus,Stanislaus Union Elementary,Stanislaus Elementary,Elementary Schools (Public),Traditional,K,6,348,130,0.374,190,0.546
2020-2021,Stanislaus,Sylvan Union Elementary,Coleman F. Brown Elementary,Elementary Schools (Public),Traditional,K,5,403,264,0.655,271,0.672
2020-2021,Stanislaus,Sylvan Union Elementary,Crossroads Elementary,Elementary Schools (Public),Traditional,K,5,772,278,0.36,325,0.42100000000000004
2020-2021,Stanislaus,Sylvan Union Elementary,Daniel J. Savage Middle,Intermediate/Middle Schools (Public),Traditional,6,8,866,280,0.32299999999999995,312,0.36
2020-2021,Stanislaus,Sylvan Union Elementary,Elizabeth Ustach Middle,Intermediate/Middle Schools (Public),Traditional,6,8,978,310,0.317,348,0.35600000000000004
2020-2021,Stanislaus,Sylvan Union Elementary,Freedom Elementary,Elementary Schools (Public),Traditional,K,5,646,205,0.317,226,0.35
2020-2021,Stanislaus,Sylvan Union Elementary,Mary Ann Sanders Elementary,Elementary Schools (Public),Traditional,K,5,552,181,0.32799999999999996,208,0.377
2020-2021,Stanislaus,Sylvan Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,9,5,0.556,5,0.556
2020-2021,Stanislaus,Sylvan Union Elementary,Orchard Elementary,Elementary Schools (Public),Traditional,K,5,580,292,0.503,360,0.621
2020-2021,Stanislaus,Sylvan Union Elementary,Sherwood Elementary,Elementary Schools (Public),Traditional,K,5,471,228,0.484,273,0.58
2020-2021,Stanislaus,Sylvan Union Elementary,Somerset Middle,Intermediate/Middle Schools (Public),Traditional,6,8,934,516,0.552,544,0.5820000000000001
2020-2021,Stanislaus,Sylvan Union Elementary,Standiford Elementary,Elementary Schools (Public),Traditional,K,5,402,203,0.505,215,0.535
2020-2021,Stanislaus,Sylvan Union Elementary,Stockard Coffee Elementary,Elementary Schools (Public),Traditional,K,5,484,174,0.36,181,0.374
2020-2021,Stanislaus,Sylvan Union Elementary,Sylvan Elementary,Elementary Schools (Public),Traditional,K,5,377,203,0.5379999999999999,251,0.6659999999999999
2020-2021,Stanislaus,Sylvan Union Elementary,Woodrow Elementary,Elementary Schools (Public),Traditional,K,5,439,295,0.672,326,0.743
2020-2021,Stanislaus,Valley Home Joint Elementary,"Nonpublic, Nonsectarian Schools",,,,,1,0,0.0,0,0.0
2020-2021,Stanislaus,Valley Home Joint Elementary,Valley Home Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,144,48,0.33299999999999996,52,0.361
2020-2021,Stanislaus,Newman-Crows Landing Unified,Bonita Elementary,Elementary Schools (Public),Traditional,K,5,154,76,0.494,86,0.5579999999999999
2020-2021,Stanislaus,Newman-Crows Landing Unified,Foothill Community Day,District Community Day Schools,Community Day School,7,12,4,2,0.5,2,0.5
2020-2021,Stanislaus,Newman-Crows Landing Unified,Hunt Elementary,Elementary Schools (Public),Traditional,K,5,268,190,0.7090000000000001,204,0.7609999999999999
2020-2021,Stanislaus,Newman-Crows Landing Unified,Hurd Barrington Elementary,Elementary Schools (Public),Traditional,K,5,468,275,0.588,318,0.679
2020-2021,Stanislaus,Newman-Crows Landing Unified,"Nonpublic, Nonsectarian Schools",,,,,2,2,1.0,2,1.0
2020-2021,Stanislaus,Newman-Crows Landing Unified,Orestimba High,High Schools (Public),Traditional,9,12,965,532,0.551,620,0.642
2020-2021,Stanislaus,Newman-Crows Landing Unified,Von Renner Elementary,Elementary Schools (Public),Traditional,K,5,547,363,0.664,403,0.737
2020-2021,Stanislaus,Newman-Crows Landing Unified,West Side Valley High (Continuation),Continuation High Schools,Continuation School,9,12,25,18,0.72,18,0.72
2020-2021,Stanislaus,Newman-Crows Landing Unified,Yolo Junior High,Intermediate/Middle Schools (Public),Traditional,6,8,780,463,0.594,535,0.6859999999999999
2020-2021,Stanislaus,Hughson Unified,Dickens (Billy Joe) High (Continuation),Continuation High Schools,Continuation School,9,12,34,19,0.5589999999999999,19,0.5589999999999999
2020-2021,Stanislaus,Hughson Unified,Emilie J. Ross Middle,Intermediate/Middle Schools (Public),Traditional,6,8,426,188,0.441,204,0.479
2020-2021,Stanislaus,Hughson Unified,Fox Road Elementary,Elementary Schools (Public),Traditional,4,5,268,111,0.414,120,0.44799999999999995
2020-2021,Stanislaus,Hughson Unified,Hughson Elementary,Elementary Schools (Public),Traditional,K,3,535,263,0.49200000000000005,276,0.516
2020-2021,Stanislaus,Hughson Unified,Hughson High,High Schools (Public),Traditional,9,12,768,252,0.32799999999999996,270,0.35200000000000004
2020-2021,Stanislaus,Hughson Unified,"Nonpublic, Nonsectarian Schools",,,,,6,5,0.833,5,0.833
2020-2021,Stanislaus,Hughson Unified,Valley Community Day,District Community Day Schools,Community Day School,8,12,21,14,0.667,14,0.667
2020-2021,Stanislaus,Riverbank Unified,Adelante High,Continuation High Schools,Continuation School,10,12,56,44,0.7859999999999999,44,0.7859999999999999
2020-2021,Stanislaus,Riverbank Unified,California Avenue Elementary,Elementary Schools (Public),Traditional,K,5,632,412,0.652,438,0.693
2020-2021,Stanislaus,Riverbank Unified,Cardozo Middle,Intermediate/Middle Schools (Public),Traditional,6,8,488,345,0.7070000000000001,356,0.73
2020-2021,Stanislaus,Riverbank Unified,Mesa Verde Elementary,Elementary Schools (Public),Traditional,K,5,429,279,0.65,297,0.6920000000000001
2020-2021,Stanislaus,Riverbank Unified,"Nonpublic, Nonsectarian Schools",,,,,1,1,1.0,1,1.0
2020-2021,Stanislaus,Riverbank Unified,Riverbank High,High Schools (Public),Traditional,9,12,761,472,0.62,491,0.645
2020-2021,Stanislaus,Riverbank Unified,Riverbank Language Academy,Elementary Schools (Public),Traditional,K,8,573,233,0.40700000000000003,259,0.452
2020-2021,Stanislaus,Oakdale Joint Unified,Cloverland Elementary,Elementary Schools (Public),Traditional,K,6,476,213,0.447,221,0.46399999999999997
2020-2021,Stanislaus,Oakdale Joint Unified,East Stanislaus High,Continuation High Schools,Continuation School,9,12,75,39,0.52,39,0.52
2020-2021,Stanislaus,Oakdale Joint Unified,Fair Oaks Elementary,Elementary Schools (Public),Traditional,K,6,811,300,0.37,325,0.401
2020-2021,Stanislaus,Oakdale Joint Unified,Magnolia Elementary,Elementary Schools (Public),Traditional,K,6,623,272,0.43700000000000006,290,0.465
2020-2021,Stanislaus,Oakdale Joint Unified,"Nonpublic, Nonsectarian Schools",,,,,7,2,0.28600000000000003,2,0.28600000000000003
2020-2021,Stanislaus,Oakdale Joint Unified,Oakdale Charter,High Schools (Public),Traditional,7,12,69,26,0.377,28,0.406
2020-2021,Stanislaus,Oakdale Joint Unified,Oakdale High,High Schools (Public),Traditional,9,12,1745,539,0.309,575,0.33
2020-2021,Stanislaus,Oakdale Joint Unified,Oakdale Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,831,310,0.373,323,0.389
2020-2021,Stanislaus,Oakdale Joint Unified,Sierra View Elementary,Elementary Schools (Public),Traditional,K,6,625,276,0.442,286,0.45799999999999996
2020-2021,Stanislaus,Oakdale Joint Unified,Valley Oak Junior and Senior High,Alternative Schools of Choice,Alternative School of Choice,7,12,20,14,0.7,14,0.7
2020-2021,Stanislaus,Waterford Unified,Connecting Waters Charter,K-12 Schools (Public),Traditional,K,12,1068,432,0.40399999999999997,520,0.48700000000000004
2020-2021,Stanislaus,Waterford Unified,Lucille Whitehead Intermediate,Elementary Schools (Public),Traditional,4,6,373,292,0.7829999999999999,330,0.885
2020-2021,Stanislaus,Waterford Unified,"Nonpublic, Nonsectarian Schools",,,,,1,0,0.0,0,0.0
2020-2021,Stanislaus,Waterford Unified,Richard M. Moon Primary,Elementary Schools (Public),Traditional,K,3,536,406,0.757,465,0.868
2020-2021,Stanislaus,Waterford Unified,Sentinel High,Continuation High Schools,Continuation School,9,12,20,15,0.75,15,0.75
2020-2021,Stanislaus,Waterford Unified,Waterford High,High Schools (Public),Traditional,9,12,643,416,0.647,499,0.7759999999999999
2020-2021,Stanislaus,Waterford Unified,Waterford Junior,Junior High Schools (Public),Traditional,7,8,237,193,0.8140000000000001,213,0.899
2020-2021,Stanislaus,Turlock Unified,Crowell Elementary,Elementary Schools (Public),Traditional,K,6,641,497,0.775,528,0.8240000000000001
2020-2021,Stanislaus,Turlock Unified,Cunningham Elementary,Elementary Schools (Public),Traditional,K,6,581,462,0.795,500,0.861
2020-2021,Stanislaus,Turlock Unified,Dennis G. Earl Elementary,Elementary Schools (Public),Traditional,K,6,827,411,0.49700000000000005,441,0.5329999999999999
2020-2021,Stanislaus,Turlock Unified,eCademy Charter at Crane,K-12 Schools (Public),Traditional,7,12,98,57,0.5820000000000001,60,0.612
2020-2021,Stanislaus,Turlock Unified,Fusion Charter,High Schools (Public),Traditional,7,12,143,106,0.741,110,0.769
2020-2021,Stanislaus,Turlock Unified,John H. Pitman High,High Schools (Public),Traditional,9,12,2094,804,0.384,902,0.431
2020-2021,Stanislaus,Turlock Unified,Julien Elementary,Elementary Schools (Public),Traditional,K,6,805,383,0.47600000000000003,409,0.508
2020-2021,Stanislaus,Turlock Unified,Marvin A. Dutcher Middle,Intermediate/Middle Schools (Public),Traditional,6,8,785,360,0.45899999999999996,396,0.504
2020-2021,Stanislaus,Turlock Unified,"Nonpublic, Nonsectarian Schools",,,,,53,23,0.434,26,0.491
2020-2021,Stanislaus,Turlock Unified,Osborn Two-Way Immersion Academy,Elementary Schools (Public),Traditional,K,5,836,413,0.494,451,0.539
2020-2021,Stanislaus,Turlock Unified,Roselawn High,Continuation High Schools,Continuation School,9,12,169,108,0.639,110,0.6509999999999999
2020-2021,Stanislaus,Turlock Unified,Sandra Tovar Medeiros Elementary,Elementary Schools (Public),Traditional,K,6,802,303,0.37799999999999995,322,0.401
2020-2021,Stanislaus,Turlock Unified,Turlock High,High Schools (Public),Traditional,9,12,2510,1126,0.449,1248,0.49700000000000005
2020-2021,Stanislaus,Turlock Unified,Turlock Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,1385,676,0.488,720,0.52
2020-2021,Stanislaus,Turlock Unified,Wakefield Elementary,Elementary Schools (Public),Traditional,K,6,694,535,0.7709999999999999,593,0.8540000000000001
2020-2021,Stanislaus,Turlock Unified,Walnut Elementary Education Center,Elementary Schools (Public),Traditional,K,6,880,166,0.18899999999999997,199,0.226
2020-2021,Stanislaus,Turlock Unified,Walter M. Brown Elementary,Elementary Schools (Public),Traditional,K,6,622,347,0.5579999999999999,389,0.625
2020-2021,Sutter,Sutter County Office of Education,AeroSTEM Academy,K-12 Schools (Public),Traditional,6,12,139,77,0.5539999999999999,85,0.612
2020-2021,Sutter,Sutter County Office of Education,Feather River Academy,County Community,County Community School,7,12,49,46,0.9390000000000001,46,0.9390000000000001
2020-2021,Sutter,Sutter County Office of Education,Pathways Charter Academy,County Community,County Community School,K,12,17,13,0.765,14,0.8240000000000001
2020-2021,Sutter,Sutter County Office of Education,Sutter County Special Education,Special Education Schools (Public),Special Education School,K,12,282,196,0.695,227,0.805
2020-2021,Sutter,Brittan Elementary,Brittan Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,427,169,0.396,178,0.41700000000000004
