Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2021-2022,19,64873,6117444,Los Angeles,Paramount Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,311,227,73.0%,280,90.0%,311,227,73.0%,280,90.0%,Y
2021-2022,19,64873,0102681,Los Angeles,Paramount Unified,Leona Jackson,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,4,8,642,531,82.7%,614,95.6%,642,531,82.7%,614,95.6%,Y
2021-2022,19,64873,6021448,Los Angeles,Paramount Unified,Los Cerritos,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,428,365,85.3%,405,94.6%,414,356,86.0%,394,95.2%,Y
2021-2022,19,64873,6021463,Los Angeles,Paramount Unified,Major Lynn Mokler,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,523,427,81.6%,488,93.3%,509,418,82.1%,477,93.7%,Y
2021-2022,19,64873,6021455,Los Angeles,Paramount Unified,Mark Keppel,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,427,354,82.9%,410,96.0%,427,354,82.9%,410,96.0%,Y
2021-2022,19,64873,0000001,Los Angeles,Paramount Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,15,53.6%,16,57.1%,24,13,54.2%,14,58.3%,Y
2021-2022,19,64873,0136705,Los Angeles,Paramount Unified,Odyssey STEM Academy,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,496,389,78.4%,460,92.7%,494,387,78.3%,458,92.7%,Y
2021-2022,19,64873,1936749,Los Angeles,Paramount Unified,Paramount High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,"3,948","3,281",83.1%,"3,760",95.2%,"3,861","3,218",83.3%,"3,682",95.4%,Y
2021-2022,19,64873,0119438,Los Angeles,Paramount Unified,Paramount Park Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,646,536,83.0%,610,94.4%,646,536,83.0%,610,94.4%,Y
2021-2022,19,64873,1996107,Los Angeles,Paramount Unified,Paramount Unified Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,N,N/A,N/A,N,7,12,5,5,100.0%,5,100.0%,5,5,100.0%,5,100.0%,Y
2021-2022,19,64873,6021471,Los Angeles,Paramount Unified,Theodore Roosevelt,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,564,466,82.6%,525,93.1%,554,458,82.7%,516,93.1%,Y
2021-2022,19,64873,6021398,Los Angeles,Paramount Unified,Wesley Gaines,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,3,300,220,73.3%,272,90.7%,290,212,73.1%,264,91.0%,Y
2021-2022,19,64881,6021505,Los Angeles,Pasadena Unified,Altadena Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,435,246,56.6%,285,65.5%,435,246,56.6%,285,65.5%,Y
2021-2022,19,64881,0113464,Los Angeles,Pasadena Unified,Aveson Global Leadership Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,0847,Directly funded,Y,6,12,266,72,27.1%,73,27.4%,263,71,27.0%,72,27.4%,Y
2021-2022,19,64881,0113472,Los Angeles,Pasadena Unified,Aveson School of Leaders,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,0848,Directly funded,Y,K,5,358,61,17.0%,62,17.3%,357,60,16.8%,61,17.1%,Y
2021-2022,19,64881,1931062,Los Angeles,Pasadena Unified,Blair High,Unified School District,K-12 Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,12,"1,068",544,50.9%,649,60.8%,"1,043",529,50.7%,634,60.8%,Y
2021-2022,19,64881,6058465,Los Angeles,Pasadena Unified,Charles W. Eliot Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,485,343,70.7%,387,79.8%,485,343,70.7%,387,79.8%,Y
2021-2022,19,64881,0117440,Los Angeles,Pasadena Unified,CIS Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,6,12,405,243,60.0%,283,69.9%,378,222,58.7%,260,68.8%,Y
2021-2022,19,64881,0000000,Los Angeles,Pasadena Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,55,21,38.2%,22,40.0%,10,3,30.0%,3,30.0%,Y
2021-2022,19,64881,6021554,Los Angeles,Pasadena Unified,Don Benito Fundamental,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,387,157,40.6%,204,52.7%,387,157,40.6%,204,52.7%,Y
2021-2022,19,64881,6021570,Los Angeles,Pasadena Unified,Field (Eugene) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,395,72,18.2%,127,32.2%,395,72,18.2%,127,32.2%,Y
2021-2022,19,64881,6021612,Los Angeles,Pasadena Unified,Hamilton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,507,193,38.1%,262,51.7%,507,193,38.1%,262,51.7%,Y
2021-2022,19,64881,6021620,Los Angeles,Pasadena Unified,Jackson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,608,299,49.2%,363,59.7%,608,299,49.2%,363,59.7%,Y
2021-2022,19,64881,1936103,Los Angeles,Pasadena Unified,John Muir High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,936,676,72.2%,797,85.1%,903,652,72.2%,770,85.3%,Y
2021-2022,19,64881,0118075,Los Angeles,Pasadena Unified,Learning Works,Unified School District,High Schools (Public),Traditional,N/A,Y,1031,Directly funded,Y,7,12,209,174,83.3%,183,87.6%,124,107,86.3%,112,90.3%,Y
2021-2022,19,64881,6021679,Los Angeles,Pasadena Unified,Longfellow (Henry W.) Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,573,413,72.1%,504,88.0%,566,410,72.4%,499,88.2%,Y
2021-2022,19,64881,6021687,Los Angeles,Pasadena Unified,Madison Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,453,394,87.0%,412,90.9%,446,388,87.0%,406,91.0%,Y
2021-2022,19,64881,1931674,Los Angeles,Pasadena Unified,Marshall Fundamental,Unified School District,K-12 Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,12,"1,979","1,145",57.9%,"1,482",74.9%,"1,955","1,131",57.9%,"1,464",74.9%,Y
2021-2022,19,64881,6120265,Los Angeles,Pasadena Unified,McKinley,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,8,756,518,68.5%,582,77.0%,746,512,68.6%,576,77.2%,Y
2021-2022,19,64881,0000001,Los Angeles,Pasadena Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79,22,27.8%,22,27.8%,61,20,32.8%,20,32.8%,Y
2021-2022,19,64881,1932409,Los Angeles,Pasadena Unified,Norma Coombs Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,303,203,67.0%,231,76.2%,294,198,67.3%,225,76.5%,Y
2021-2022,19,64881,0136945,Los Angeles,Pasadena Unified,OCS - South,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,1921,Directly funded,Y,K,8,323,83,25.7%,84,26.0%,313,79,25.2%,80,25.6%,Y
2021-2022,19,64881,1936822,Los Angeles,Pasadena Unified,Pasadena High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,"1,671",934,55.9%,"1,195",71.5%,"1,607",894,55.6%,"1,150",71.6%,Y
2021-2022,19,64881,0113894,Los Angeles,Pasadena Unified,Pasadena Rosebud Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,0857,Directly funded,Y,K,8,168,103,61.3%,118,70.2%,166,102,61.4%,117,70.5%,Y
2021-2022,19,64881,1936806,Los Angeles,Pasadena Unified,Rose City High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,N,N/A,N/A,N,9,12,175,155,88.6%,163,93.1%,115,101,87.8%,109,94.8%,Y
2021-2022,19,64881,6021729,Los Angeles,Pasadena Unified,San Rafael Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,386,122,31.6%,155,40.2%,386,122,31.6%,155,40.2%,Y
2021-2022,19,64881,6021737,Los Angeles,Pasadena Unified,Sierra Madre Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,585,113,19.3%,201,34.4%,585,113,19.3%,201,34.4%,Y
2021-2022,19,64881,0127746,Los Angeles,Pasadena Unified,Sierra Madre Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,582,144,24.7%,236,40.5%,582,144,24.7%,236,40.5%,Y
2021-2022,19,64881,6119549,Los Angeles,Pasadena Unified,Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,427,340,79.6%,369,86.4%,427,340,79.6%,369,86.4%,Y
2021-2022,19,64881,6021752,Los Angeles,Pasadena Unified,Washington Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,520,403,77.5%,434,83.5%,520,403,77.5%,434,83.5%,Y
2021-2022,19,64881,6021760,Los Angeles,Pasadena Unified,Webster Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,297,184,62.0%,210,70.7%,290,180,62.1%,206,71.0%,Y
2021-2022,19,64881,6021778,Los Angeles,Pasadena Unified,Willard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,475,263,55.4%,303,63.8%,464,258,55.6%,297,64.0%,Y
2021-2022,19,64907,6021786,Los Angeles,Pomona Unified,Alcott Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,716,606,84.6%,671,93.7%,703,601,85.5%,662,94.2%,Y
2021-2022,19,64907,6021794,Los Angeles,Pomona Unified,Allison Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,279,220,78.9%,271,97.1%,279,220,78.9%,271,97.1%,Y
2021-2022,19,64907,6068787,Los Angeles,Pomona Unified,Armstrong Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,260,134,51.5%,189,72.7%,243,130,53.5%,179,73.7%,Y
2021-2022,19,64907,6021802,Los Angeles,Pomona Unified,Arroyo Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,507,434,85.6%,484,95.5%,493,426,86.4%,474,96.1%,Y
2021-2022,19,64907,6021927,Los Angeles,Pomona Unified,Barfield Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,295,247,83.7%,282,95.6%,295,247,83.7%,282,95.6%,Y
2021-2022,19,64907,0111054,Los Angeles,Pomona Unified,Cortez Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,8,600,470,78.3%,549,91.5%,600,470,78.3%,549,91.5%,Y
2021-2022,19,64907,6101133,Los Angeles,Pomona Unified,Decker Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,424,257,60.6%,321,75.7%,409,253,61.9%,313,76.5%,Y
2021-2022,19,64907,6021828,Los Angeles,Pomona Unified,Diamond Point Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,196,116,59.2%,146,74.5%,196,116,59.2%,146,74.5%,Y
2021-2022,19,64907,1995901,Los Angeles,Pomona Unified,Diamond Ranch High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,"1,528",878,57.5%,"1,163",76.1%,"1,505",870,57.8%,"1,149",76.3%,Y
2021-2022,19,64907,6058507,Los Angeles,Pomona Unified,Emerson Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,612,546,89.2%,596,97.4%,612,546,89.2%,596,97.4%,Y
2021-2022,19,64907,6061634,Los Angeles,Pomona Unified,Fremont Academy of Engineering and Design,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,12,748,675,90.2%,734,98.1%,741,668,90.1%,727,98.1%,Y
2021-2022,19,64907,1933175,Los Angeles,Pomona Unified,Ganesha High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,912,747,81.9%,871,95.5%,888,728,82.0%,849,95.6%,Y
2021-2022,19,64907,1933324,Los Angeles,Pomona Unified,Garey High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,"1,691","1,417",83.8%,"1,632",96.5%,"1,579","1,334",84.5%,"1,530",96.9%,Y
2021-2022,19,64907,6021836,Los Angeles,Pomona Unified,Golden Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,283,143,50.5%,202,71.4%,277,138,49.8%,196,70.8%,Y
2021-2022,19,64907,6021851,Los Angeles,Pomona Unified,Harrison Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,8,322,271,84.2%,308,95.7%,322,271,84.2%,308,95.7%,Y
2021-2022,19,64907,6021869,Los Angeles,Pomona Unified,Kellogg Polytechnic Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,667,517,77.5%,602,90.3%,661,512,77.5%,597,90.3%,Y
2021-2022,19,64907,6021877,Los Angeles,Pomona Unified,Kingsley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,5,501,430,85.8%,475,94.8%,482,417,86.5%,461,95.6%,Y
2021-2022,19,64907,6021984,Los Angeles,Pomona Unified,La Verne Science and Technology Charter,Unified School District,Elementary Schools (Public),Traditional,CEP,Y,1578,Locally funded,N,P,6,332,239,72.0%,299,90.1%,332,239,72.0%,299,90.1%,Y
2021-2022,19,64907,6021885,Los Angeles,Pomona Unified,Lexington Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,8,538,422,78.4%,509,94.6%,531,419,78.9%,504,94.9%,Y
2021-2022,19,64907,6021893,Los Angeles,Pomona Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,307,261,85.0%,295,96.1%,307,261,85.0%,295,96.1%,Y
2021-2022,19,64907,0111047,Los Angeles,Pomona Unified,Lopez Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,477,444,93.1%,475,99.6%,463,431,93.1%,461,99.6%,Y
2021-2022,19,64907,6066781,Los Angeles,Pomona Unified,Lorbeer Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,607,348,57.3%,458,75.5%,607,348,57.3%,458,75.5%,Y
2021-2022,19,64907,6021901,Los Angeles,Pomona Unified,Madison Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,400,367,91.8%,391,97.8%,400,367,91.8%,391,97.8%,Y
2021-2022,19,64907,6058515,Los Angeles,Pomona Unified,Marshall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,459,405,88.2%,448,97.6%,459,405,88.2%,448,97.6%,Y
2021-2022,19,64907,6021919,Los Angeles,Pomona Unified,Montvue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,233,201,86.3%,228,97.9%,233,201,86.3%,228,97.9%,Y
2021-2022,19,64907,0000001,Los Angeles,Pomona Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,44,67.7%,47,72.3%,48,35,72.9%,37,77.1%,Y
2021-2022,19,64907,6061642,Los Angeles,Pomona Unified,Palomares Academy of Health Science,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,12,471,374,79.4%,429,91.1%,453,359,79.2%,413,91.2%,Y
2021-2022,19,64907,6120653,Los Angeles,Pomona Unified,Pantera Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,434,156,35.9%,206,47.5%,434,156,35.9%,206,47.5%,Y
2021-2022,19,64907,1936772,Los Angeles,Pomona Unified,Park West High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,N,N/A,N/A,N,9,12,221,209,94.6%,218,98.6%,186,175,94.1%,184,98.9%,Y
2021-2022,19,64907,6021935,Los Angeles,Pomona Unified,Philadelphia Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,547,445,81.4%,521,95.2%,540,441,81.7%,516,95.6%,Y
2021-2022,19,64907,1995547,Los Angeles,Pomona Unified,Pomona Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,N,N/A,N/A,N,K,12,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,Y
2021-2022,19,64907,1937028,Los Angeles,Pomona Unified,Pomona High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,"1,113",919,82.6%,"1,046",94.0%,"1,082",892,82.4%,"1,016",93.9%,Y
2021-2022,19,64907,6108922,Los Angeles,Pomona Unified,Ranch Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,396,191,48.2%,263,66.4%,396,191,48.2%,263,66.4%,Y
2021-2022,19,64907,6021943,Los Angeles,Pomona Unified,Roosevelt Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,5,459,391,85.2%,447,97.4%,458,391,85.4%,447,97.6%,Y
2021-2022,19,64907,6112437,Los Angeles,Pomona Unified,San Antonio Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,5,380,338,88.9%,370,97.4%,380,338,88.9%,370,97.4%,Y
2021-2022,19,64907,6021950,Los Angeles,Pomona Unified,San Jose Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,8,539,421,78.1%,504,93.5%,521,405,77.7%,487,93.5%,Y
2021-2022,19,64907,1996693,Los Angeles,Pomona Unified,School of Arts and Enterprise,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,0505,Directly funded,Y,6,12,698,617,88.4%,620,88.8%,681,603,88.5%,606,89.0%,Y
2021-2022,19,64907,0115170,Los Angeles,Pomona Unified,School of Extended Educational Options,Unified School District,K-12 Schools (Public),Traditional,CEP,Y,0914,Locally funded,N,K,12,712,405,56.9%,536,75.3%,594,300,50.5%,419,70.5%,Y
2021-2022,19,64907,6058523,Los Angeles,Pomona Unified,Simons Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,643,542,84.3%,622,96.7%,643,542,84.3%,622,96.7%,Y
2021-2022,19,64907,6108914,Los Angeles,Pomona Unified,Vejar Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,8,800,688,86.0%,781,97.6%,788,678,86.0%,769,97.6%,Y
2021-2022,19,64907,1996495,Los Angeles,Pomona Unified,Village Academy High School at Indian Hill,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,N,N/A,N/A,N,9,12,289,243,84.1%,278,96.2%,285,239,83.9%,274,96.1%,Y
2021-2022,19,64907,6021968,Los Angeles,Pomona Unified,Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,5,602,522,86.7%,579,96.2%,591,514,87.0%,570,96.4%,Y
2021-2022,19,64907,6021976,Los Angeles,Pomona Unified,Westmont Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,342,249,72.8%,300,87.7%,341,249,73.0%,300,88.0%,Y
2021-2022,19,64931,6022164,Los Angeles,Rosemead Elementary,Emma W. Shuey Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,6,514,283,55.1%,352,68.5%,499,273,54.7%,341,68.3%,Y
2021-2022,19,64931,6022172,Los Angeles,Rosemead Elementary,Encinita Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,6,338,213,63.0%,252,74.6%,335,212,63.3%,250,74.6%,Y
2021-2022,19,64931,6022180,Los Angeles,Rosemead Elementary,Mildred B. Janson Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,6,514,258,50.2%,325,63.2%,500,252,50.4%,318,63.6%,Y
2021-2022,19,64931,6022198,Los Angeles,Rosemead Elementary,Muscatel Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,8,555,349,62.9%,422,76.0%,555,349,62.9%,422,76.0%,Y
2021-2022,19,64931,6022206,Los Angeles,Rosemead Elementary,Savannah Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,6,381,260,68.2%,303,79.5%,372,255,68.5%,298,80.1%,Y
2021-2022,19,64964,6022495,Los Angeles,San Marino Unified,Carver Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,581,41,7.1%,41,7.1%,566,41,7.2%,41,7.2%,Y
2021-2022,19,64964,6022503,Los Angeles,San Marino Unified,Huntington Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,624,42,6.7%,43,6.9%,624,42,6.7%,43,6.9%,Y
2021-2022,19,64964,0000001,Los Angeles,San Marino Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,2,18.2%,2,18.2%,8,2,25.0%,2,25.0%,Y
2021-2022,19,64964,1937754,Los Angeles,San Marino Unified,San Marino High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,869,72,8.3%,74,8.5%,845,72,8.5%,74,8.8%,Y
2021-2022,19,64964,6022529,Los Angeles,San Marino Unified,Valentine Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,618,43,7.0%,43,7.0%,605,43,7.1%,43,7.1%,Y
2021-2022,19,64980,6022545,Los Angeles,Santa Monica-Malibu Unified,Edison Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,5,385,112,29.1%,118,30.6%,381,111,29.1%,117,30.7%,Y
2021-2022,19,64980,6022552,Los Angeles,Santa Monica-Malibu Unified,Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,5,561,32,5.7%,32,5.7%,561,32,5.7%,32,5.7%,Y
2021-2022,19,64980,6022560,Los Angeles,Santa Monica-Malibu Unified,Grant Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,5,541,120,22.2%,133,24.6%,530,119,22.5%,132,24.9%,Y
2021-2022,19,64980,6058531,Los Angeles,Santa Monica-Malibu Unified,John Adams Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,851,248,29.1%,272,32.0%,851,248,29.1%,272,32.0%,Y
2021-2022,19,64980,6022578,Los Angeles,Santa Monica-Malibu Unified,John Muir Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,5,239,91,38.1%,95,39.7%,239,91,38.1%,95,39.7%,Y
2021-2022,19,64980,6061659,Los Angeles,Santa Monica-Malibu Unified,Lincoln Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,908,165,18.2%,174,19.2%,908,165,18.2%,174,19.2%,Y
2021-2022,19,64980,6022602,Los Angeles,Santa Monica-Malibu Unified,Malibu Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,207,32,15.5%,32,15.5%,207,32,15.5%,32,15.5%,Y
2021-2022,19,64980,1995737,Los Angeles,Santa Monica-Malibu Unified,Malibu High,Unified School District,K-12 Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,412,59,14.3%,59,14.3%,394,57,14.5%,57,14.5%,Y
2021-2022,19,64980,0139311,Los Angeles,Santa Monica-Malibu Unified,Malibu Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,267,40,15.0%,43,16.1%,267,40,15.0%,43,16.1%,Y
2021-2022,19,64980,6022594,Los Angeles,Santa Monica-Malibu Unified,McKinley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,5,375,91,24.3%,105,28.0%,366,91,24.9%,105,28.7%,Y
2021-2022,19,64980,0000001,Los Angeles,Santa Monica-Malibu Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,0,0.0%,0,0.0%,9,0,0.0%,0,0.0%,Y
2021-2022,19,64980,1933373,Los Angeles,Santa Monica-Malibu Unified,Olympic High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,37,19,51.4%,19,51.4%,31,16,51.6%,16,51.6%,Y
2021-2022,19,64980,6022610,Los Angeles,Santa Monica-Malibu Unified,Roosevelt Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,589,81,13.8%,84,14.3%,574,81,14.1%,84,14.6%,Y
2021-2022,19,64980,6093538,Los Angeles,Santa Monica-Malibu Unified,Santa Monica Alternative (K-8),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,8,333,49,14.7%,51,15.3%,333,49,14.7%,51,15.3%,Y
2021-2022,19,64980,1938000,Los Angeles,Santa Monica-Malibu Unified,Santa Monica High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"2,806",696,24.8%,746,26.6%,"2,714",678,25.0%,726,26.8%,Y
2021-2022,19,64980,6022636,Los Angeles,Santa Monica-Malibu Unified,Webster Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,5,208,24,11.5%,24,11.5%,199,24,12.1%,24,12.1%,Y
2021-2022,19,64980,6022644,Los Angeles,Santa Monica-Malibu Unified,Will Rogers Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,5,398,113,28.4%,117,29.4%,393,112,28.5%,116,29.5%,Y
2021-2022,19,64998,6120257,Los Angeles,Saugus Union,Bridgeport Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,737,114,15.5%,151,20.5%,723,114,15.8%,151,20.9%,Y
