Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2020-2021,30,66522,6028575,Orange,Garden Grove Unified,Linton T. Simmons Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,306,241,78.8%,272,88.9%,300,236,78.7%,266,88.7%,Y
2020-2021,30,66522,3033933,Orange,Garden Grove Unified,Los Amigos High,Unified School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,"1,711","1,378",80.5%,"1,497",87.5%,"1,686","1,361",80.7%,"1,478",87.7%,Y
2020-2021,30,66522,6028583,Orange,Garden Grove Unified,Louis G. Zeyen Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,241,164,68.0%,177,73.4%,238,162,68.1%,175,73.5%,Y
2020-2021,30,66522,6028625,Orange,Garden Grove Unified,Louis Lake Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N ,N/A,N/A,N,7,8,542,337,62.2%,388,71.6%,542,337,62.2%,388,71.6%,Y
2020-2021,30,66522,6028609,Orange,Garden Grove Unified,Loyal Barker Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,418,84,20.1%,99,23.7%,413,83,20.1%,98,23.7%,Y
2020-2021,30,66522,6085294,Orange,Garden Grove Unified,Mamie L. Northcutt Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,404,244,60.4%,277,68.6%,401,242,60.3%,275,68.6%,Y
2020-2021,30,66522,3030103,Orange,Garden Grove Unified,Marie L. Hare High,Unified School District,Continuation High Schools,Continuation School,CEP,N ,N/A,N/A,N,7,12,209,161,77.0%,165,78.9%,200,153,76.5%,157,78.5%,Y
2020-2021,30,66522,6028633,Orange,Garden Grove Unified,Mark Twain Special Center,Unified School District,Special Education Schools (Public),Special Education School,CEP,N ,N/A,N/A,N,P,12,75,45,60.0%,53,70.7%,52,30,57.7%,36,69.2%,Y
2020-2021,30,66522,6028641,Orange,Garden Grove Unified,Merton E. Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,303,206,68.0%,230,75.9%,301,204,67.8%,228,75.7%,Y
2020-2021,30,66522,6028658,Orange,Garden Grove Unified,Mitchell Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,425,312,73.4%,347,81.6%,417,306,73.4%,340,81.5%,Y
2020-2021,30,66522,6028666,Orange,Garden Grove Unified,Morningside Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,420,265,63.1%,319,76.0%,412,260,63.1%,313,76.0%,Y
2020-2021,30,66522,6028674,Orange,Garden Grove Unified,Newhope Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,375,291,77.6%,316,84.3%,372,288,77.4%,313,84.1%,Y
2020-2021,30,66522,0000001,Orange,Garden Grove Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,20,48.8%,20,48.8%,37,20,54.1%,20,54.1%,Y
2020-2021,30,66522,6028682,Orange,Garden Grove Unified,Ocia A. Peters Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,"1,029",698,67.8%,785,76.3%,"1,024",694,67.8%,781,76.3%,Y
2020-2021,30,66522,3035581,Orange,Garden Grove Unified,Pacifica High,Unified School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,"1,688",574,34.0%,698,41.4%,"1,662",566,34.1%,687,41.3%,Y
2020-2021,30,66522,6028690,Orange,Garden Grove Unified,Parkview Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,451,254,56.3%,297,65.9%,450,254,56.4%,297,66.0%,Y
2020-2021,30,66522,6028427,Orange,Garden Grove Unified,Patton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,881,197,22.4%,242,27.5%,870,196,22.5%,240,27.6%,Y
2020-2021,30,66522,6028708,Orange,Garden Grove Unified,Post Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,431,249,57.8%,287,66.6%,426,245,57.5%,283,66.4%,Y
2020-2021,30,66522,6028716,Orange,Garden Grove Unified,R. F. Hazard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,409,331,80.9%,367,89.7%,404,326,80.7%,362,89.6%,Y
2020-2021,30,66522,3035706,Orange,Garden Grove Unified,Rancho Alamitos High,Unified School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,"1,789","1,222",68.3%,"1,392",77.8%,"1,755","1,197",68.2%,"1,365",77.8%,Y
2020-2021,30,66522,6028724,Orange,Garden Grove Unified,Riverdale Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,539,391,72.5%,443,82.2%,533,387,72.6%,439,82.4%,Y
2020-2021,30,66522,6028732,Orange,Garden Grove Unified,Rosita Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,432,331,76.6%,362,83.8%,428,329,76.9%,359,83.9%,Y
2020-2021,30,66522,3036555,Orange,Garden Grove Unified,Santiago High,Unified School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,"1,984","1,505",75.9%,"1,688",85.1%,"1,968","1,493",75.9%,"1,675",85.1%,Y
2020-2021,30,66522,6028740,Orange,Garden Grove Unified,Sarah McGarvin Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N ,N/A,N/A,N,7,8,773,418,54.1%,492,63.6%,773,418,54.1%,492,63.6%,Y
2020-2021,30,66522,6028765,Orange,Garden Grove Unified,Stanford Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,535,328,61.3%,374,69.9%,532,325,61.1%,371,69.7%,Y
2020-2021,30,66522,6028773,Orange,Garden Grove Unified,Stephen R. Fitz Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N ,N/A,N/A,N,7,8,617,477,77.3%,529,85.7%,617,477,77.3%,529,85.7%,Y
2020-2021,30,66522,6028781,Orange,Garden Grove Unified,Sunnyside Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,586,356,60.8%,412,70.3%,579,352,60.8%,408,70.5%,Y
2020-2021,30,66522,6028799,Orange,Garden Grove Unified,Susan B. Anthony Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,347,207,59.7%,238,68.6%,341,206,60.4%,234,68.6%,Y
2020-2021,30,66522,6028807,Orange,Garden Grove Unified,Thomas Paine Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,425,221,52.0%,271,63.8%,418,217,51.9%,266,63.6%,Y
2020-2021,30,66522,6028815,Orange,Garden Grove Unified,Wakeham Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,267,200,74.9%,216,80.9%,263,196,74.5%,212,80.6%,Y
2020-2021,30,66522,6028823,Orange,Garden Grove Unified,Woodbury Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,354,276,78.0%,295,83.3%,343,269,78.4%,288,84.0%,Y
2020-2021,30,66530,6028831,Orange,Huntington Beach City Elementary,Agnes L. Smith Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,636,179,28.1%,187,29.4%,636,179,28.1%,187,29.4%,Y
2020-2021,30,66530,6028849,Orange,Huntington Beach City Elementary,Ethel Dwyer Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,"1,142",255,22.3%,267,23.4%,"1,142",255,22.3%,267,23.4%,Y
2020-2021,30,66530,6116065,Orange,Huntington Beach City Elementary,Huntington Seacliff Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,650,89,13.7%,95,14.6%,650,89,13.7%,95,14.6%,Y
2020-2021,30,66530,6089072,Orange,Huntington Beach City Elementary,Isaac L. Sowers Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,835,117,14.0%,125,15.0%,835,117,14.0%,125,15.0%,Y
2020-2021,30,66530,6028864,Orange,Huntington Beach City Elementary,John H. Eader Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,416,53,12.7%,56,13.5%,416,53,12.7%,56,13.5%,Y
2020-2021,30,66530,6028872,Orange,Huntington Beach City Elementary,John R. Peterson Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,622,154,24.8%,158,25.4%,622,154,24.8%,158,25.4%,Y
2020-2021,30,66530,0134221,Orange,Huntington Beach City Elementary,Kinetic Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,1812,Directly funded,Y,K,8,278,63,22.7%,70,25.2%,276,62,22.5%,69,25.0%,Y
2020-2021,30,66530,0000001,Orange,Huntington Beach City Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,33.3%,1,33.3%,3,1,33.3%,1,33.3%,Y
2020-2021,30,66530,6094643,Orange,Huntington Beach City Elementary,Ralph E. Hawes Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,493,52,10.5%,55,11.2%,464,46,9.9%,49,10.6%,Y
2020-2021,30,66530,6095111,Orange,Huntington Beach City Elementary,S. A. Moffett Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,513,53,10.3%,57,11.1%,513,53,10.3%,57,11.1%,Y
2020-2021,30,66548,3030368,Orange,Huntington Beach Union High,Coast High,High School District,Alternative Schools of Choice,Alternative School of Choice,Not Participating,N ,N/A,N/A,N,9,12,180,42,23.3%,42,23.3%,129,32,24.8%,32,24.8%,Y
2020-2021,30,66548,3031895,Orange,Huntington Beach Union High,Edison High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"2,349",304,12.9%,315,13.4%,"2,172",267,12.3%,277,12.8%,Y
2020-2021,30,66548,3032158,Orange,Huntington Beach Union High,Fountain Valley High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"3,390",922,27.2%,995,29.4%,"3,344",911,27.2%,983,29.4%,Y
2020-2021,30,66548,3032943,Orange,Huntington Beach Union High,Huntington Beach High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"2,945",478,16.2%,492,16.7%,"2,854",470,16.5%,484,17.0%,Y
2020-2021,30,66548,3034410,Orange,Huntington Beach Union High,Marina High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"2,352",605,25.7%,635,27.0%,"2,291",594,25.9%,622,27.1%,Y
2020-2021,30,66548,0000001,Orange,Huntington Beach Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,6,42.9%,6,42.9%,8,2,25.0%,2,25.0%,Y
2020-2021,30,66548,3030145,Orange,Huntington Beach Union High,Ocean View High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,346",694,51.6%,717,53.3%,"1,281",654,51.1%,675,52.7%,Y
2020-2021,30,66548,3038551,Orange,Huntington Beach Union High,Valley Vista High (Continuation),High School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,252,155,61.5%,156,61.9%,221,134,60.6%,135,61.1%,Y
2020-2021,30,66548,3038445,Orange,Huntington Beach Union High,Westminster High,High School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"2,706","1,765",65.2%,"1,959",72.4%,"2,655","1,731",65.2%,"1,922",72.4%,Y
2020-2021,30,66555,6028906,Orange,Laguna Beach Unified,El Morro Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,423,66,15.6%,67,15.8%,411,64,15.6%,65,15.8%,Y
2020-2021,30,66555,3033206,Orange,Laguna Beach Unified,Laguna Beach High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,052",112,10.6%,115,10.9%,"1,016",109,10.7%,112,11.0%,Y
2020-2021,30,66555,0000001,Orange,Laguna Beach Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,1,10.0%,1,10.0%,9,1,11.1%,1,11.1%,Y
2020-2021,30,66555,6028914,Orange,Laguna Beach Unified,Thurston Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,640,61,9.5%,62,9.7%,640,61,9.5%,62,9.7%,Y
2020-2021,30,66555,6028922,Orange,Laguna Beach Unified,Top of the World Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,P,5,509,46,9.0%,50,9.8%,509,46,9.0%,50,9.8%,Y
2020-2021,30,66563,6028930,Orange,La Habra City Elementary,Arbolita Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,431,277,64.3%,298,69.1%,416,270,64.9%,291,70.0%,Y
2020-2021,30,66563,6028948,Orange,La Habra City Elementary,El Cerrito Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,423,217,51.3%,253,59.8%,409,215,52.6%,250,61.1%,Y
2020-2021,30,66563,6028955,Orange,La Habra City Elementary,Imperial Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,498,290,58.2%,325,65.3%,498,290,58.2%,325,65.3%,Y
2020-2021,30,66563,6028963,Orange,La Habra City Elementary,Ladera Palma Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,556,239,43.0%,276,49.6%,518,224,43.2%,258,49.8%,Y
2020-2021,30,66563,6028971,Orange,La Habra City Elementary,Las Lomas Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,424,268,63.2%,303,71.5%,420,265,63.1%,300,71.4%,Y
2020-2021,30,66563,6028989,Orange,La Habra City Elementary,Las Positas Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,554,326,58.8%,364,65.7%,530,316,59.6%,354,66.8%,Y
2020-2021,30,66563,0000001,Orange,La Habra City Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,Y
2020-2021,30,66563,6028997,Orange,La Habra City Elementary,Sierra Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,531,297,55.9%,329,62.0%,529,295,55.8%,327,61.8%,Y
2020-2021,30,66563,6029029,Orange,La Habra City Elementary,Walnut Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,480,324,67.5%,357,74.4%,464,315,67.9%,347,74.8%,Y
2020-2021,30,66563,6029037,Orange,La Habra City Elementary,Washington Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,638,364,57.1%,401,62.9%,638,364,57.1%,401,62.9%,Y
2020-2021,30,66589,6029110,Orange,Magnolia Elementary,Dr. Albert Schweitzer,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,P,6,602,490,81.4%,537,89.2%,587,477,81.3%,523,89.1%,Y
2020-2021,30,66589,6029144,Orange,Magnolia Elementary,Dr. Jonas E. Salk,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,P,6,725,551,76.0%,601,82.9%,708,539,76.1%,587,82.9%,Y
2020-2021,30,66589,6029177,Orange,Magnolia Elementary,Dr. Peter Marshall,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,P,6,743,469,63.1%,542,72.9%,743,469,63.1%,542,72.9%,Y
2020-2021,30,66589,6029136,Orange,Magnolia Elementary,Esther L. Walter,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,P,6,537,461,85.8%,491,91.4%,530,454,85.7%,484,91.3%,Y
2020-2021,30,66589,6029151,Orange,Magnolia Elementary,Juliette Low School of the Arts,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,P,6,493,360,73.0%,396,80.3%,490,357,72.9%,393,80.2%,Y
2020-2021,30,66589,6029128,Orange,Magnolia Elementary,Lord Baden-Powell,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,P,6,389,303,77.9%,334,85.9%,387,301,77.8%,332,85.8%,Y
2020-2021,30,66589,6029169,Orange,Magnolia Elementary,Mattie Lou Maxwell,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,P,6,623,481,77.2%,513,82.3%,613,474,77.3%,505,82.4%,Y
2020-2021,30,66589,0000001,Orange,Magnolia Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,4,66.7%,4,66.7%,6,4,66.7%,4,66.7%,Y
2020-2021,30,66589,6029185,Orange,Magnolia Elementary,Robert M. Pyles STEM Academy,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,P,6,689,552,80.1%,611,88.7%,677,542,80.1%,600,88.6%,Y
2020-2021,30,66589,6029193,Orange,Magnolia Elementary,Walt Disney,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,578,375,64.9%,426,73.7%,565,366,64.8%,417,73.8%,Y
2020-2021,30,66597,6029219,Orange,Newport-Mesa Unified,Abraham Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,302,73,24.2%,75,24.8%,300,71,23.7%,73,24.3%,Y
2020-2021,30,66597,6029227,Orange,Newport-Mesa Unified,Adams Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,326,190,58.3%,202,62.0%,325,190,58.5%,202,62.2%,Y
2020-2021,30,66597,3034907,Orange,Newport-Mesa Unified,Back Bay High,Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,127,88,69.3%,99,78.0%,121,83,68.6%,94,77.7%,Y
2020-2021,30,66597,6029268,Orange,Newport-Mesa Unified,California Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,319,114,35.7%,132,41.4%,318,114,35.8%,131,41.2%,Y
2020-2021,30,66597,6029284,Orange,Newport-Mesa Unified,Charles W. Tewinkle Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N ,N/A,N/A,N,7,8,551,451,81.9%,469,85.1%,551,451,81.9%,469,85.1%,Y
2020-2021,30,66597,6029300,Orange,Newport-Mesa Unified,College Park Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,417,292,70.0%,307,73.6%,412,291,70.6%,306,74.3%,Y
2020-2021,30,66597,3031697,Orange,Newport-Mesa Unified,Corona del Mar High,Unified School District,High Schools (Public),Traditional,N/A,N ,N/A,N/A,N,7,12,"2,169",269,12.4%,297,13.7%,"2,087",261,12.5%,288,13.8%,Y
2020-2021,30,66597,3031853,Orange,Newport-Mesa Unified,Costa Mesa High,Unified School District,High Schools (Public),Traditional,N/A,N ,N/A,N/A,N,7,12,"1,665",948,56.9%,"1,074",64.5%,"1,639",936,57.1%,"1,059",64.6%,Y
2020-2021,30,66597,0111666,Orange,Newport-Mesa Unified,Early College High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,9,12,214,116,54.2%,135,63.1%,213,116,54.5%,135,63.4%,Y
2020-2021,30,66597,6068399,Orange,Newport-Mesa Unified,Eastbluff Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,321,52,16.2%,56,17.4%,317,51,16.1%,55,17.4%,Y
2020-2021,30,66597,3032000,Orange,Newport-Mesa Unified,Estancia High,Unified School District,High Schools (Public),Traditional,N/A,N ,N/A,N/A,N,9,12,"1,131",824,72.9%,899,79.5%,"1,060",791,74.6%,864,81.5%,Y
2020-2021,30,66597,6029326,Orange,Newport-Mesa Unified,Everett A. Rea Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,330,242,73.3%,278,84.2%,325,239,73.5%,275,84.6%,Y
2020-2021,30,66597,6029334,Orange,Newport-Mesa Unified,Harbor View Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,275,23,8.4%,25,9.1%,272,23,8.5%,25,9.2%,Y
2020-2021,30,66597,0131425,Orange,Newport-Mesa Unified,Harper,Unified School District,Preschool,Special Education School,N/A,N ,N/A,N/A,N,P,P,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2020-2021,30,66597,6029359,Orange,Newport-Mesa Unified,Heinz Kaiser Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,3,6,519,129,24.9%,143,27.6%,519,129,24.9%,143,27.6%,Y
2020-2021,30,66597,6029367,Orange,Newport-Mesa Unified,Horace Ensign Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N ,N/A,N/A,N,7,8,977,325,33.3%,362,37.1%,977,325,33.3%,362,37.1%,Y
2020-2021,30,66597,6029375,Orange,Newport-Mesa Unified,Killybrooke Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,282,154,54.6%,171,60.6%,278,152,54.7%,168,60.4%,Y
2020-2021,30,66597,6029391,Orange,Newport-Mesa Unified,Mariners Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,450,71,15.8%,75,16.7%,446,71,15.9%,75,16.8%,Y
2020-2021,30,66597,6029409,Orange,Newport-Mesa Unified,Maude B. Davis Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,456,106,23.2%,123,27.0%,456,106,23.2%,123,27.0%,Y
2020-2021,30,66597,3030186,Orange,Newport-Mesa Unified,Monte Vista High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,9,12,"1,731",836,48.3%,909,52.5%,"1,705",825,48.4%,898,52.7%,Y
2020-2021,30,66597,6118236,Orange,Newport-Mesa Unified,Newport Coast Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,371,30,8.1%,32,8.6%,366,30,8.2%,32,8.7%,Y
2020-2021,30,66597,6029433,Orange,Newport-Mesa Unified,Newport Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,308,51,16.6%,57,18.5%,305,51,16.7%,57,18.7%,Y
2020-2021,30,66597,3035045,Orange,Newport-Mesa Unified,Newport Harbor High,Unified School District,High Schools (Public),Traditional,N/A,N ,N/A,N/A,N,9,12,"2,266",725,32.0%,808,35.7%,"2,190",718,32.8%,800,36.5%,Y
2020-2021,30,66597,6029441,Orange,Newport-Mesa Unified,Newport Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,434,129,29.7%,140,32.3%,427,129,30.2%,140,32.8%,Y
2020-2021,30,66597,0000001,Orange,Newport-Mesa Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,8,44.4%,8,44.4%,16,7,43.8%,7,43.8%,Y
2020-2021,30,66597,6029458,Orange,Newport-Mesa Unified,Paularino Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,321,198,61.7%,224,69.8%,314,194,61.8%,220,70.1%,Y
2020-2021,30,66597,6029466,Orange,Newport-Mesa Unified,Pomona Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,333,276,82.9%,290,87.1%,328,275,83.8%,288,87.8%,Y
2020-2021,30,66597,6089460,Orange,Newport-Mesa Unified,Roy O. Andersen Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,6,226,8,3.5%,8,3.5%,226,8,3.5%,8,3.5%,Y
2020-2021,30,66597,6029482,Orange,Newport-Mesa Unified,Sonora Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,355,244,68.7%,263,74.1%,349,243,69.6%,262,75.1%,Y
2020-2021,30,66597,6029490,Orange,Newport-Mesa Unified,Victoria Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,273,153,56.0%,181,66.3%,270,152,56.3%,180,66.7%,Y
2020-2021,30,66597,6029516,Orange,Newport-Mesa Unified,Whittier Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,423,347,82.0%,387,91.5%,420,345,82.1%,385,91.7%,Y
2020-2021,30,66597,6029524,Orange,Newport-Mesa Unified,Wilson Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,6,306,256,83.7%,282,92.2%,305,255,83.6%,281,92.1%,Y
2020-2021,30,66597,6107833,Orange,Newport-Mesa Unified,Woodland Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,2,362,78,21.5%,90,24.9%,356,76,21.3%,88,24.7%,Y
2020-2021,30,66613,6029540,Orange,Ocean View,Circle View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,668,173,25.9%,241,36.1%,668,173,25.9%,241,36.1%,Y
2020-2021,30,66613,6029557,Orange,Ocean View,College View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,5,322,197,61.2%,226,70.2%,314,192,61.1%,220,70.1%,Y
2020-2021,30,66613,6071104,Orange,Ocean View,Golden View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,327,173,52.9%,220,67.3%,327,173,52.9%,220,67.3%,Y
2020-2021,30,66613,6029581,Orange,Ocean View,Harbour View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,630,195,31.0%,254,40.3%,621,192,30.9%,250,40.3%,Y
2020-2021,30,66613,6029607,Orange,Ocean View,Hope View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,574,114,19.9%,141,24.6%,566,113,20.0%,140,24.7%,Y
