Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,33,67082,3332673,Riverside,Hemet Unified,Hemet High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,486","1,448",58.2%,"1,723",69.3%,"2,388","1,387",58.1%,"1,657",69.4%,Y
2019-2020,33,67082,6032080,Riverside,Hemet Unified,Cottonwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,203,131,64.5%,151,74.4%,202,130,64.4%,150,74.3%,Y
2019-2020,33,67082,6032114,Riverside,Hemet Unified,Idyllwild Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,338,175,51.8%,221,65.4%,335,173,51.6%,219,65.4%,Y
2019-2020,33,67082,6032122,Riverside,Hemet Unified,Little Lake Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,831,595,71.6%,723,87.0%,815,582,71.4%,708,86.9%,Y
2019-2020,33,67082,6032130,Riverside,Hemet Unified,Ramona Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,614,522,85.0%,566,92.2%,601,510,84.9%,554,92.2%,Y
2019-2020,33,67082,6032148,Riverside,Hemet Unified,Whittier Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,836,675,80.7%,749,89.6%,824,666,80.8%,740,89.8%,Y
2019-2020,33,67082,6032155,Riverside,Hemet Unified,Winchester Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,510,387,75.9%,455,89.2%,498,379,76.1%,444,89.2%,Y
2019-2020,33,67082,6084628,Riverside,Hemet Unified,Acacia Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,843,703,83.4%,799,94.8%,843,703,83.4%,799,94.8%,Y
2019-2020,33,67082,6106728,Riverside,Hemet Unified,Valle Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,739,542,73.3%,640,86.6%,730,536,73.4%,632,86.6%,Y
2019-2020,33,67082,6109805,Riverside,Hemet Unified,Fruitvale Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,860,660,76.7%,750,87.2%,838,649,77.4%,734,87.6%,Y
2019-2020,33,67082,6110415,Riverside,Hemet Unified,Bautista Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,975,638,65.4%,804,82.5%,955,625,65.4%,787,82.4%,Y
2019-2020,33,67082,6112007,Riverside,Hemet Unified,Dartmouth Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,098",731,66.6%,921,83.9%,"1,098",731,66.6%,921,83.9%,Y
2019-2020,33,67082,6118731,Riverside,Hemet Unified,Jacob Wiens Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,687,623,90.7%,663,96.5%,678,615,90.7%,654,96.5%,Y
2019-2020,33,67090,0000001,Riverside,Jurupa Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,32,49.2%,35,53.8%,62,31,50.0%,34,54.8%,Y
2019-2020,33,67090,0114157,Riverside,Jurupa Unified,Patriot High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,388","1,372",57.5%,"1,542",64.6%,"2,348","1,351",57.5%,"1,519",64.7%,Y
2019-2020,33,67090,0136721,Riverside,Jurupa Unified,Del Sol Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,"1,135",552,48.6%,621,54.7%,"1,105",541,49.0%,609,55.1%,Y
2019-2020,33,67090,3330412,Riverside,Jurupa Unified,Jurupa Valley High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,693","1,082",63.9%,"1,186",70.1%,"1,663","1,068",64.2%,"1,170",70.4%,Y
2019-2020,33,67090,3334687,Riverside,Jurupa Unified,Nueva Vista Continuation High,Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,9,12,195,131,67.2%,140,71.8%,166,114,68.7%,123,74.1%,Y
2019-2020,33,67090,3337136,Riverside,Jurupa Unified,Rubidoux High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,605","1,102",68.7%,"1,203",75.0%,"1,547","1,062",68.6%,"1,160",75.0%,Y
2019-2020,33,67090,6032163,Riverside,Jurupa Unified,Glen Avon Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,518,363,70.1%,388,74.9%,504,357,70.8%,381,75.6%,Y
2019-2020,33,67090,6032171,Riverside,Jurupa Unified,Ina Arbuckle Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,497,434,87.3%,480,96.6%,491,430,87.6%,474,96.5%,Y
2019-2020,33,67090,6032189,Riverside,Jurupa Unified,Mission Bell Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,393,315,80.2%,353,89.8%,383,306,79.9%,344,89.8%,Y
2019-2020,33,67090,6032197,Riverside,Jurupa Unified,Pacific Avenue Academy of Music,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,321,204,63.6%,224,69.8%,314,199,63.4%,219,69.7%,Y
2019-2020,33,67090,6032205,Riverside,Jurupa Unified,Pedley Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,653,442,67.7%,492,75.3%,633,432,68.2%,480,75.8%,Y
2019-2020,33,67090,6032213,Riverside,Jurupa Unified,Rustic Lane Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,601,471,78.4%,514,85.5%,595,466,78.3%,509,85.5%,Y
2019-2020,33,67090,6032221,Riverside,Jurupa Unified,Troth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,686,506,73.8%,553,80.6%,666,493,74.0%,538,80.8%,Y
2019-2020,33,67090,6032239,Riverside,Jurupa Unified,Van Buren Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,580,405,69.8%,470,81.0%,569,397,69.8%,462,81.2%,Y
2019-2020,33,67090,6032247,Riverside,Jurupa Unified,West Riverside Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,647,524,81.0%,565,87.3%,635,516,81.3%,557,87.7%,Y
2019-2020,33,67090,6059075,Riverside,Jurupa Unified,Jurupa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,"1,261",742,58.8%,855,67.8%,"1,261",742,58.8%,855,67.8%,Y
2019-2020,33,67090,6061774,Riverside,Jurupa Unified,Mission Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,744,585,78.6%,637,85.6%,744,585,78.6%,637,85.6%,Y
2019-2020,33,67090,6104491,Riverside,Jurupa Unified,Sky Country Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,453,266,58.7%,307,67.8%,441,261,59.2%,301,68.3%,Y
2019-2020,33,67090,6105837,Riverside,Jurupa Unified,Indian Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,530,296,55.8%,336,63.4%,520,293,56.3%,332,63.8%,Y
2019-2020,33,67090,6106835,Riverside,Jurupa Unified,Camino Real Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,806,318,39.5%,374,46.4%,785,311,39.6%,365,46.5%,Y
2019-2020,33,67090,6106843,Riverside,Jurupa Unified,Sunnyslope Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,857,582,67.9%,652,76.1%,841,573,68.1%,641,76.2%,Y
2019-2020,33,67090,6110548,Riverside,Jurupa Unified,Granite Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,486,353,72.6%,405,83.3%,477,348,73.0%,398,83.4%,Y
2019-2020,33,67090,6111280,Riverside,Jurupa Unified,Stone Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,718,436,60.7%,503,70.1%,697,422,60.5%,488,70.0%,Y
2019-2020,33,67090,6112858,Riverside,Jurupa Unified,Mira Loma Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,743,517,69.6%,586,78.9%,743,517,69.6%,586,78.9%,Y
2019-2020,33,67090,6113518,Riverside,Jurupa Unified,Peralta Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,514,335,65.2%,386,75.1%,502,331,65.9%,380,75.7%,Y
2019-2020,33,67116,0000001,Riverside,Menifee Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,16.7%,1,16.7%,6,1,16.7%,1,16.7%,Y
2019-2020,33,67116,0100503,Riverside,Menifee Union Elementary,Freedom Crest Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,714,339,47.5%,386,54.1%,702,331,47.2%,378,53.8%,Y
2019-2020,33,67116,0108639,Riverside,Menifee Union Elementary,Oak Meadows Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,930,261,28.1%,336,36.1%,902,254,28.2%,327,36.3%,Y
2019-2020,33,67116,0109843,Riverside,Menifee Union Elementary,Santa Rosa Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0730,Directly funded,Y,K,12,"1,607",343,21.3%,438,27.3%,"1,585",341,21.5%,436,27.5%,Y
2019-2020,33,67116,0110601,Riverside,Menifee Union Elementary,Evans Ranch Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,684,256,37.4%,311,45.5%,684,256,37.4%,311,45.5%,Y
2019-2020,33,67116,0116749,Riverside,Menifee Union Elementary,Southshore Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,826,218,26.4%,278,33.7%,807,213,26.4%,273,33.8%,Y
2019-2020,33,67116,0116756,Riverside,Menifee Union Elementary,Quail Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,570,384,67.4%,426,74.7%,557,376,67.5%,418,75.0%,Y
2019-2020,33,67116,0119206,Riverside,Menifee Union Elementary,Hans Christensen Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,744,392,52.7%,469,63.0%,744,392,52.7%,469,63.0%,Y
2019-2020,33,67116,0125906,Riverside,Menifee Union Elementary,Herk Bouris Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,786,261,33.2%,306,38.9%,772,257,33.3%,302,39.1%,Y
2019-2020,33,67116,0134080,Riverside,Menifee Union Elementary,Harvest Hill S.T.E.A.M. Academy,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,867,234,27.0%,301,34.7%,857,233,27.2%,300,35.0%,Y
2019-2020,33,67116,0136838,Riverside,Menifee Union Elementary,Taawila Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,410,92,22.4%,125,30.5%,410,92,22.4%,125,30.5%,Y
2019-2020,33,67116,6107197,Riverside,Menifee Union Elementary,Menifee Valley Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,"1,278",502,39.3%,616,48.2%,"1,278",502,39.3%,616,48.2%,Y
2019-2020,33,67116,6108229,Riverside,Menifee Union Elementary,Chester W. Morrison Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,415,147,35.4%,183,44.1%,400,143,35.8%,178,44.5%,Y
2019-2020,33,67116,6110365,Riverside,Menifee Union Elementary,Callie Kirkpatrick Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,720,234,32.5%,297,41.3%,702,229,32.6%,291,41.5%,Y
2019-2020,33,67116,6113864,Riverside,Menifee Union Elementary,Ridgemoor Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,697,287,41.2%,342,49.1%,672,280,41.7%,335,49.9%,Y
2019-2020,33,67116,6119721,Riverside,Menifee Union Elementary,Bell Mountain Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,"1,118",350,31.3%,457,40.9%,"1,118",350,31.3%,457,40.9%,Y
2019-2020,33,67124,0000001,Riverside,Moreno Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44,17,38.6%,17,38.6%,41,17,41.5%,17,41.5%,Y
2019-2020,33,67124,0102731,Riverside,Moreno Valley Unified,TownGate Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,748,581,77.7%,671,89.7%,726,566,78.0%,654,90.1%,Y
2019-2020,33,67124,0105940,Riverside,Moreno Valley Unified,Alessandro,Unified School District,Special Education Schools (Public),Special Education School,CEP,No ,N/A,N/A,N,K,12,65,48,73.8%,50,76.9%,62,45,72.6%,47,75.8%,Y
2019-2020,33,67124,0108134,Riverside,Moreno Valley Unified,La Jolla Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,726,536,73.8%,617,85.0%,705,516,73.2%,596,84.5%,Y
2019-2020,33,67124,0128868,Riverside,Moreno Valley Unified,Moreno Valley Online Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,173,137,79.2%,145,83.8%,160,124,77.5%,132,82.5%,Y
2019-2020,33,67124,3330396,Riverside,Moreno Valley Unified,Canyon Springs High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,147","1,265",58.9%,"1,443",67.2%,"2,094","1,235",59.0%,"1,411",67.4%,Y
2019-2020,33,67124,3330438,Riverside,Moreno Valley Unified,Valley View High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,697","1,480",54.9%,"1,708",63.3%,"2,637","1,448",54.9%,"1,669",63.3%,Y
2019-2020,33,67124,3330685,Riverside,Moreno Valley Unified,Moreno Valley Community Learning Center,Unified School District,High Schools (Public),Traditional,N/A,Yes,0055,Locally funded,N,7,12,18,16,88.9%,17,94.4%,18,16,88.9%,17,94.4%,Y
2019-2020,33,67124,3330800,Riverside,Moreno Valley Unified,Bayside Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,9,12,165,130,78.8%,135,81.8%,144,111,77.1%,116,80.6%,Y
2019-2020,33,67124,3330958,Riverside,Moreno Valley Unified,March Valley,Unified School District,Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,9,10,92,82,89.1%,84,91.3%,92,82,89.1%,84,91.3%,Y
2019-2020,33,67124,3331071,Riverside,Moreno Valley Unified,Vista del Lago High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,991","1,288",64.7%,"1,432",71.9%,"1,946","1,258",64.6%,"1,400",71.9%,Y
2019-2020,33,67124,3333762,Riverside,Moreno Valley Unified,March Mountain High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,277,227,81.9%,236,85.2%,186,152,81.7%,160,86.0%,Y
2019-2020,33,67124,3333770,Riverside,Moreno Valley Unified,Moreno Valley High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,234","1,573",70.4%,"1,704",76.3%,"2,165","1,527",70.5%,"1,656",76.5%,Y
2019-2020,33,67124,6032288,Riverside,Moreno Valley Unified,Armada Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,830,702,84.6%,768,92.5%,816,690,84.6%,755,92.5%,Y
2019-2020,33,67124,6032304,Riverside,Moreno Valley Unified,Edgemont Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,655,595,90.8%,619,94.5%,637,579,90.9%,601,94.3%,Y
2019-2020,33,67124,6032312,Riverside,Moreno Valley Unified,Midland Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,604,519,85.9%,568,94.0%,587,504,85.9%,552,94.0%,Y
2019-2020,33,67124,6032320,Riverside,Moreno Valley Unified,Moreno Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,477,343,71.9%,402,84.3%,459,329,71.7%,387,84.3%,Y
2019-2020,33,67124,6032338,Riverside,Moreno Valley Unified,Sunnymead Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,799,685,85.7%,741,92.7%,781,670,85.8%,724,92.7%,Y
2019-2020,33,67124,6103501,Riverside,Moreno Valley Unified,Butterfield Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,882,699,79.3%,789,89.5%,861,679,78.9%,768,89.2%,Y
2019-2020,33,67124,6103519,Riverside,Moreno Valley Unified,Sunnymeadows Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,607,533,87.8%,579,95.4%,588,518,88.1%,561,95.4%,Y
2019-2020,33,67124,6104582,Riverside,Moreno Valley Unified,Ramona Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,599,514,85.8%,550,91.8%,583,501,85.9%,537,92.1%,Y
2019-2020,33,67124,6105514,Riverside,Moreno Valley Unified,Honey Hollow Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,635,512,80.6%,575,90.6%,615,494,80.3%,555,90.2%,Y
2019-2020,33,67124,6106041,Riverside,Moreno Valley Unified,Serrano Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,475,411,86.5%,453,95.4%,464,401,86.4%,442,95.3%,Y
2019-2020,33,67124,6106058,Riverside,Moreno Valley Unified,Vista Heights Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,413","1,049",74.2%,"1,203",85.1%,"1,413","1,049",74.2%,"1,203",85.1%,Y
2019-2020,33,67124,6106066,Riverside,Moreno Valley Unified,Sugar Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,585,440,75.2%,490,83.8%,562,422,75.1%,471,83.8%,Y
2019-2020,33,67124,6106942,Riverside,Moreno Valley Unified,Creekside Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,533,451,84.6%,488,91.6%,514,435,84.6%,471,91.6%,Y
2019-2020,33,67124,6106967,Riverside,Moreno Valley Unified,Chaparral Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,637,532,83.5%,580,91.1%,620,515,83.1%,563,90.8%,Y
2019-2020,33,67124,6107080,Riverside,Moreno Valley Unified,Cloverdale Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,735,608,82.7%,664,90.3%,717,593,82.7%,648,90.4%,Y
2019-2020,33,67124,6107643,Riverside,Moreno Valley Unified,Mountain View Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,438","1,122",78.0%,"1,266",88.0%,"1,438","1,122",78.0%,"1,266",88.0%,Y
2019-2020,33,67124,6107890,Riverside,Moreno Valley Unified,Bear Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,815,620,76.1%,709,87.0%,797,604,75.8%,691,86.7%,Y
2019-2020,33,67124,6108674,Riverside,Moreno Valley Unified,Badger Springs Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,175","1,017",86.6%,"1,097",93.4%,"1,175","1,017",86.6%,"1,097",93.4%,Y
2019-2020,33,67124,6108690,Riverside,Moreno Valley Unified,Sunnymead Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,413","1,207",85.4%,"1,318",93.3%,"1,413","1,207",85.4%,"1,318",93.3%,Y
2019-2020,33,67124,6108716,Riverside,Moreno Valley Unified,Box Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,433,336,77.6%,379,87.5%,416,325,78.1%,368,88.5%,Y
2019-2020,33,67124,6108724,Riverside,Moreno Valley Unified,Hendrick Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,589,483,82.0%,532,90.3%,572,469,82.0%,518,90.6%,Y
2019-2020,33,67124,6108732,Riverside,Moreno Valley Unified,Hidden Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,581,413,71.1%,493,84.9%,560,398,71.1%,477,85.2%,Y
2019-2020,33,67124,6109110,Riverside,Moreno Valley Unified,North Ridge Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,753,430,57.1%,550,73.0%,739,416,56.3%,536,72.5%,Y
2019-2020,33,67124,6109508,Riverside,Moreno Valley Unified,Ridge Crest Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,582,436,74.9%,495,85.1%,572,431,75.3%,487,85.1%,Y
2019-2020,33,67124,6109979,Riverside,Moreno Valley Unified,Landmark Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,086",851,78.4%,966,89.0%,"1,086",851,78.4%,966,89.0%,Y
2019-2020,33,67124,6110027,Riverside,Moreno Valley Unified,Palm Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,147",872,76.0%,989,86.2%,"1,147",872,76.0%,989,86.2%,Y
2019-2020,33,67124,6110928,Riverside,Moreno Valley Unified,Seneca Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,444,331,74.5%,377,84.9%,435,325,74.7%,371,85.3%,Y
2019-2020,33,67157,0000001,Riverside,Nuview Union ,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,50.0%,1,50.0%,2,1,50.0%,1,50.0%,Y
2019-2020,33,67157,3331014,Riverside,Nuview Union ,Nuview Bridge Early College High,Elementary School District,High Schools (Public),Traditional,Not Participating,Yes,0368,Locally funded,N,9,12,651,332,51.0%,454,69.7%,643,327,50.9%,449,69.8%,Y
2019-2020,33,67157,6032353,Riverside,Nuview Union ,Nuview Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,609,444,72.9%,519,85.2%,598,436,72.9%,510,85.3%,Y
2019-2020,33,67157,6109334,Riverside,Nuview Union ,Mountain Shadows Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,403,271,67.2%,317,78.7%,403,271,67.2%,317,78.7%,Y
2019-2020,33,67157,6111488,Riverside,Nuview Union ,Valley View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,535,347,64.9%,410,76.6%,523,340,65.0%,402,76.9%,Y
2019-2020,33,67173,0000001,Riverside,Palm Springs Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,5,83.3%,5,83.3%,6,5,83.3%,5,83.3%,Y
2019-2020,33,67173,0105767,Riverside,Palm Springs Unified,Rio Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,713,483,67.7%,586,82.2%,699,473,67.7%,574,82.1%,Y
2019-2020,33,67173,0118943,Riverside,Palm Springs Unified,Cabot Yerxa Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,684,608,88.9%,663,96.9%,671,596,88.8%,650,96.9%,Y
2019-2020,33,67173,0123703,Riverside,Palm Springs Unified,Painted Hills Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,823,734,89.2%,787,95.6%,823,734,89.2%,787,95.6%,Y
2019-2020,33,67173,0127316,Riverside,Palm Springs Unified,Rancho Mirage High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,528","1,027",67.2%,"1,207",79.0%,"1,491",997,66.9%,"1,174",78.7%,Y
2019-2020,33,67173,0133090,Riverside,Palm Springs Unified,Desert Learning Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,215,148,68.8%,151,70.2%,209,143,68.4%,146,69.9%,Y
2019-2020,33,67173,3330578,Riverside,Palm Springs Unified,Cathedral City High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,686","1,338",79.4%,"1,519",90.1%,"1,622","1,287",79.3%,"1,463",90.2%,Y
2019-2020,33,67173,3330818,Riverside,Palm Springs Unified,Desert Hot Springs High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,788","1,524",85.2%,"1,625",90.9%,"1,719","1,469",85.5%,"1,569",91.3%,Y
2019-2020,33,67173,3331121,Riverside,Palm Springs Unified,Mt. San Jacinto High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,341,297,87.1%,321,94.1%,313,274,87.5%,296,94.6%,Y
2019-2020,33,67173,3335130,Riverside,Palm Springs Unified,Palm Springs High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,613","1,160",71.9%,"1,407",87.2%,"1,567","1,131",72.2%,"1,369",87.4%,Y
2019-2020,33,67173,6032387,Riverside,Palm Springs Unified,Agua Caliente Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,596,539,90.4%,585,98.2%,582,527,90.5%,571,98.1%,Y
2019-2020,33,67173,6032395,Riverside,Palm Springs Unified,Cahuilla Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,483,415,85.9%,447,92.5%,476,409,85.9%,441,92.6%,Y
